Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1967-02-27,0.11278652930483409,0.11278652930483409,0.11194468543639373,0.11264605075120926,691200,0.0,0.0
1967-02-28,0.112646067774671,0.11278654634952544,0.11166415618553942,0.11278654634952545,960000,0.0,0.0
1967-03-01,0.11320741054835429,0.11503096136645383,0.11320741054835429,0.11475041508674622,556800,0.0,0.0
1967-03-02,0.11475045455405146,0.1167144846782883,0.11446990817785263,0.11446990817785263,1324800,0.0,0.0
1967-03-03,0.11446979416139197,0.11503088635491952,0.11110303550958632,0.11110303550958633,1344000,0.0,0.0
1967-03-06,0.1111030464853832,0.11222523098329816,0.10998086198746823,0.11166413873434067,1228800,0.0,0.0
1967-03-07,0.11138358485121337,0.11138358485121337,0.10913901052107314,0.1095600351691246,691200,0.0,0.0
1967-03-08,0.10956005190972476,0.11180442109215465,0.10829738875393019,0.10885848104953766,1056000,0.0,0.0
1967-03-09,0.10815709829330446,0.10815709829330446,0.1071751869338379,0.10815709829330444,422400,0.0,0.0
1967-03-10,0.10815710378872244,0.1092792882565591,0.1068946462624062,0.10843764990568161,614400,0.0,0.0
1967-03-13,0.10832483321428299,0.10832483321428299,0.10635006922997503,0.10832483321428299,825600,0.002734,0.0
1967-03-14,0.10832474926414264,0.10860682774759614,0.1063499868102475,0.1066322848200798,1420800,0.0,0.0
1967-03-15,0.10663235953318621,0.10776066780090332,0.10635006132555863,0.10776066780090332,1497600,0.0,0.0
1967-03-16,0.10804275137315547,0.1105816662311554,0.10804275137315547,0.1105816662311554,787200,0.0,0.0
1967-03-17,0.1105816662311554,0.1105816662311554,0.10888898745474994,0.1105816662311554,1766400,0.0,0.0
1967-03-20,0.11058160728336432,0.11142784291385555,0.1097351650397667,0.11100472509860992,2284800,0.0,0.0
1967-03-21,0.11100478513128127,0.1117099818714025,0.11058166708720853,0.111427903175354,1228800,0.0,0.0
1967-03-22,0.11142783836719014,0.11283823102712631,0.11142783836719014,0.11283823102712631,710400,0.0,0.0
1967-03-23,0.1128382966555965,0.1128382966555965,0.11142790317535402,0.111427903175354,1977600,0.0,0.0
1967-03-27,0.11142790317535402,0.11199206056745101,0.11086374578325703,0.111427903175354,2035200,0.0,0.0
1967-03-28,0.11142789449547714,0.11227413051770355,0.1100175011250998,0.11029957979917526,1094400,0.0,0.0
1967-03-29,0.11029961747402806,0.11086377501487733,0.10973525331990619,0.11086377501487732,691200,0.0,0.0
1967-03-30,0.11114585877559127,0.11509516835212708,0.11114585877559127,0.11509516835212708,1075200,0.0,0.0
1967-03-31,0.11509505892589388,0.11706981514331001,0.11481298041098949,0.1165054515004158,864000,0.0,0.0
1967-04-03,0.11650550599211655,0.11735194854581141,0.11622342734527895,0.11678779125213623,1036800,0.0,0.0
1967-04-04,0.1167878228619597,0.11876237392425537,0.1162234588023515,0.11876237392425537,1113600,0.0,0.0
1967-04-05,0.12017295688821152,0.1224295863494831,0.12017295688821152,0.12186542898416519,1305600,0.0,0.0
1967-04-06,0.1218654518276378,0.12384020958962376,0.12101921562103542,0.12242960929870605,1228800,0.0,0.0
1967-04-07,0.12242960929870607,0.12355813085408963,0.12242960929870607,0.12242960929870605,1900800,0.0,0.0
1967-04-10,0.12158334864109803,0.12158334864109803,0.11960859127624543,0.12031399458646774,960000,0.0,0.0
1967-04-11,0.12031396534088487,0.1210191618664845,0.11960856220212998,0.12073708325624466,1708800,0.0,0.0
1967-04-12,0.12073708325624465,0.12242955491768373,0.12073708325624465,0.12073708325624466,460800,0.0,0.0
1967-04-13,0.1207370722147195,0.12158330796804995,0.1196085512638092,0.1196085512638092,633600,0.0,0.0
1967-04-14,0.12017296114140948,0.12468642683690291,0.12017296114140948,0.1241222694516182,2092800,0.0,0.0
1967-04-17,0.12468631937873045,0.12807146738623879,0.12468631937873045,0.12666086852550507,1920000,0.0,0.0
1967-04-18,0.12666092773014045,0.1277894486688352,0.1263788491487503,0.1263788491487503,825600,0.0,0.0
1967-04-19,0.1263787873927081,0.12807146466704236,0.12525047361850739,0.12525047361850739,787200,0.0,0.0
1967-04-20,0.12525062323282157,0.12666101713531552,0.12412230811082642,0.12609685957431793,1305600,0.0,0.0
1967-04-21,0.12609670894915792,0.12609670894915792,0.12468631673140702,0.12525047361850739,940800,0.0,0.0
1967-04-24,0.12581471302980324,0.1301871383858188,0.12581471302980324,0.12976402044296265,1804800,0.0,0.0
1967-04-25,0.12976394385994258,0.12990498309099058,0.1280714730873665,0.12863563001155853,768000,0.0,0.0
1967-04-26,0.12863573255301305,0.12863573255301305,0.12694326043128967,0.12694326043128967,940800,0.0,0.0
1967-04-27,0.12694323134711358,0.12778946721409276,0.12666094611162307,0.12750738859176636,1651200,0.0,0.0
1967-04-28,0.1275073889500469,0.1283536248194039,0.1272253103269279,0.1277894675731659,921600,0.0,0.0
1967-05-01,0.12835366204145945,0.13314920663833618,0.12835366204145945,0.13314920663833618,1017600,0.0,0.0
1967-05-02,0.13314909828193927,0.1370986101631758,0.13089247047901154,0.13089247047901154,1478400,0.0,0.0
1967-05-03,0.1308925215415248,0.13399559259414673,0.1308925215415248,0.13399559259414673,844800,0.0,0.0
1967-05-04,0.13399562338995671,0.13512393799090472,0.13399562338995671,0.13484185934066772,729600,0.0,0.0
1967-05-05,0.13455979450492156,0.13455979450492156,0.13343127317493012,0.13385459780693054,499200,0.0,0.0
1967-05-08,0.13385455330144289,0.13427767117955444,0.13343122881019423,0.13399559259414673,595200,0.0,0.0
1967-05-09,0.13399564824386545,0.13427772694642323,0.13202089071273804,0.13202089071273804,499200,0.0,0.0
1967-05-10,0.13131567725657745,0.13131567725657745,0.12990507730995537,0.13032840192317963,595200,0.0,0.0
1967-05-11,0.13032830999933512,0.13061038846706316,0.12948186798310016,0.1300460249185562,499200,0.0,0.0
1967-05-12,0.13018706767754015,0.13089247047901154,0.13018706767754015,0.13089247047901154,633600,0.0,0.0
1967-05-15,0.13089255925654983,0.13089255925654983,0.13032840192317963,0.13032840192317963,480000,0.0,0.0
1967-05-16,0.13032827838222383,0.13032827838222383,0.1280714445748474,0.12919975817203522,1286400,0.0,0.0
1967-05-17,0.1291998606887609,0.1306104604175206,0.1277894675731659,0.1277894675731659,1017600,0.0,0.0
1967-05-18,0.12750746009009187,0.12750746009009187,0.12581478079381914,0.12609685957431793,1651200,0.0,0.0
1967-05-19,0.12609681426632482,0.12609681426632482,0.12525057822889052,0.12553265690803528,691200,0.0,0.0
1967-05-22,0.12553261340457986,0.1263788491487503,0.12553261340457986,0.1263788491487503,441600,0.0,0.0
1967-05-23,0.1263788964441704,0.12694326043128967,0.1258147390702626,0.12694326043128967,1286400,0.0,0.0
1967-05-24,0.12694323134711358,0.1294819389480511,0.12553263162231748,0.12750738859176636,979200,0.0,0.0
1967-05-25,0.12807150185108185,0.13004605152922016,0.12807150185108185,0.12807150185108185,672000,0.0,0.0
1967-05-26,0.12905888259410858,0.12948200072948604,0.12905888259410858,0.12905888259410858,153600,0.0,0.0
1967-05-29,0.1290587502815081,0.1300460249185562,0.12863563257991606,0.1300460249185562,403200,0.0,0.0
1967-05-31,0.13004612628875653,0.1301871656325599,0.1272253394126892,0.1272253394126892,979200,0.0,0.0
1967-06-01,0.12919986318582113,0.13061046294184367,0.12919986318582113,0.12976402044296265,864000,0.0,0.0
1967-06-02,0.1300460249185562,0.13314909467661545,0.1300460249185562,0.1300460249185562,1420800,0.0,0.0
1967-06-05,0.13004605782974452,0.13089250006019146,0.12694319389948408,0.13075146079063416,1132800,0.0,0.0
1967-06-06,0.13145669368812074,0.13427768647670746,0.13145669368812074,0.13427768647670746,710400,0.0,0.0
1967-06-07,0.13427767117955444,0.13526494622848145,0.13314915022478652,0.13399559259414673,825600,0.0,0.0
1967-06-08,0.13399556506158206,0.13540595769882202,0.13399556506158206,0.13540595769882202,710400,0.0,0.0
1967-06-09,0.13600095517245758,0.1362842732023178,0.13373420341258704,0.13486768305301666,979200,0.002734,0.0
1967-06-12,0.13486753598453793,0.13543417142636163,0.1331674221383044,0.1345842182636261,403200,0.0,0.0
1967-06-13,0.13486761292456198,0.13628420233726501,0.13486761292456198,0.13628420233726501,998400,0.0,0.0
1967-06-14,0.13628422368585533,0.13685085953969867,0.13543426990509033,0.13543426990509033,883200,0.0,0.0
1967-06-15,0.13543417142636163,0.1362841245890972,0.13430090054271424,0.1345842182636261,422400,0.0,0.0
1967-06-16,0.135150869737796,0.13656745851039886,0.135150869737796,0.13656745851039886,480000,0.0,0.0
1967-06-19,0.136567541612777,0.136567541612777,0.13515095197816865,0.13543426990509033,633600,0.0,0.0
1967-06-20,0.136000856757164,0.13656749240684576,0.136000856757164,0.136000856757164,652800,0.0,0.0
1967-06-21,0.136000856757164,0.13713412805652753,0.13571753893232313,0.136000856757164,787200,0.0,0.0
1967-06-22,0.13600091076263782,0.13883429765701294,0.13600091076263782,0.13883429765701294,902400,0.0,0.0
1967-06-23,0.13883430386919834,0.13996757566928864,0.13798435001913065,0.13996757566928864,806400,0.0,0.0
1967-06-26,0.13996764554771532,0.14138444352609053,0.13996764554771532,0.14053428173065186,1344000,0.0,0.0
1967-06-27,0.13996765391900987,0.13996765391900987,0.1377011090517044,0.1377011090517044,1017600,0.0,0.0
1967-06-28,0.13798432594527155,0.14166766617386992,0.13798432594527155,0.14138434827327728,825600,0.0,0.0
1967-06-29,0.14081752951935633,0.14081752951935633,0.13996757566928864,0.13996757566928864,556800,0.0,0.0
1967-06-30,0.13968425989151,0.13968425989151,0.1388343060282246,0.13968425989151,384000,0.0,0.0
1967-07-03,0.13968425771926607,0.1402508936193112,0.1391176218192209,0.13996757566928864,211200,0.0,0.0
1967-07-05,0.14025086915001267,0.14195098407446255,0.14025086915001267,0.14138434827327728,249600,0.0,0.0
1967-07-06,0.14138437589743005,0.14209267078730067,0.14138437589743005,0.1416676938533783,288000,0.0,0.0
1967-07-07,0.14166766830520877,0.14223430411491889,0.14110103249549866,0.14110103249549866,1248000,0.0,0.0
1967-07-10,0.14110114906184687,0.14124280813130163,0.13996766898514,0.14039264619350433,556800,0.0,0.0
1967-07-11,0.1403924310901888,0.14053408994259992,0.13996745453295548,0.1402507722377777,556800,0.0,0.0
1967-07-12,0.1402507722377777,0.1402507722377777,0.13968413682813324,0.1402507722377777,480000,0.0,0.0
1967-07-13,0.1399675778459385,0.1399675778459385,0.13826767011936766,0.13968425989151,710400,0.0,0.0
1967-07-14,0.13968424289520995,0.13968424289520995,0.13883428913534399,0.13897594809532166,480000,0.0,0.0
1967-07-17,0.13897604053956372,0.1396843358105967,0.1377011090517044,0.1377011090517044,710400,0.0,0.0
1967-07-18,0.13770105108006847,0.13940095901489258,0.13741752556997222,0.13940095901489258,748800,0.0,0.0
1967-07-19,0.13940101770218352,0.1396843358105967,0.1377011090517044,0.1377011090517044,480000,0.0,0.0
1967-07-20,0.13713425397872925,0.13713425397872925,0.1355760045112569,0.13713425397872925,3379200,0.0,0.0
1967-07-21,0.1382676617823221,0.13940093353170377,0.1382676617823221,0.13883429765701294,480000,0.0,0.0
1967-07-24,0.13883429765701294,0.1399675694063946,0.13855097971966754,0.13883429765701294,1843200,0.0,0.0
1967-07-25,0.13883429765701294,0.13940093353170377,0.1379843438449767,0.13883429765701294,2246400,0.0,0.0
1967-07-26,0.1388343067729612,0.1416676938533783,0.13855098881701294,0.1416676938533783,1075200,0.0,0.0
1967-07-27,0.14166766617386992,0.14166766617386992,0.14053418705060533,0.14138434827327728,2150400,0.0,0.0
1967-07-28,0.14223430201619056,0.14393420942023802,0.14223430201619056,0.14336757361888885,998400,0.0,0.0
1967-07-31,0.14393426773076626,0.14563438334445722,0.14393426773076626,0.14464277029037476,326400,0.0,0.0
1967-08-01,0.14464273991176954,0.14478439888974365,0.1416676938533783,0.1416676938533783,1651200,0.0,0.0
1967-08-02,0.14280098676681519,0.14506773827010225,0.14280098676681519,0.14280098676681519,1267200,0.0,0.0
1967-08-03,0.14280096533319248,0.14393423715425566,0.14280096533319248,0.14365091919898987,480000,0.0,0.0
1967-08-04,0.14365088207496898,0.1447843611240387,0.14336756419292165,0.1447843611240387,403200,0.0,0.0
1967-08-07,0.1447843611240387,0.1447843611240387,0.1429425873698507,0.1447843611240387,518400,0.0,0.0
1967-08-08,0.1447843611240387,0.14492602006506236,0.1442175178390636,0.1447843611240387,460800,0.0,0.0
1967-08-09,0.14478437064315586,0.14492602959349316,0.14336757361888885,0.14336757361888885,921600,0.0,0.0
1967-08-10,0.14365091919898987,0.14407589613188856,0.14365091919898987,0.14365091919898987,1286400,0.0,0.0
1967-08-11,0.14365094076018586,0.14421757675576632,0.14223435077123472,0.14280098676681519,576000,0.0,0.0
1967-08-14,0.14280096533319248,0.14393423715425566,0.14280096533319248,0.14365091919898987,633600,0.0,0.0
1967-08-15,0.14365097303715504,0.144501134742514,0.14251770079135895,0.14251770079135895,1651200,0.0,0.0
1967-08-16,0.14251770079135895,0.14365097303715504,0.14251770079135895,0.14251770079135895,211200,0.0,0.0
1967-08-17,0.142517643500136,0.14308427939524987,0.14110105376235127,0.14124271273612976,576000,0.0,0.0
1967-08-18,0.1412427844803564,0.1412427844803564,0.13996764554771532,0.14053428173065186,556800,0.0,0.0
1967-08-21,0.1405342399618751,0.1405342399618751,0.13770105988925382,0.13826769590377808,1036800,0.0,0.0
1967-08-22,0.13826774526853078,0.13826774526853078,0.13727592436803837,0.1377011090517044,652800,0.0,0.0
1967-08-23,0.13770093704926822,0.1388342080673505,0.136142481878618,0.13656745851039886,806400,0.0,0.0
1967-08-24,0.13600084535448287,0.13600084535448287,0.13061739209219245,0.13118423521518707,1574400,0.0,0.0
1967-08-25,0.1307591999459748,0.1307591999459748,0.12806767776962596,0.12920095026493073,1939200,0.0,0.0
1967-08-28,0.1297675029873039,0.13090098227409858,0.1297675029873039,0.13033413887023926,1017600,0.0,0.0
1967-08-29,0.13061740541896222,0.13600085923052133,0.13061740541896222,0.13345079123973846,1228800,0.0,0.0
1967-08-30,0.13345083689572532,0.13543426990509033,0.13345083689572532,0.13543426990509033,537600,0.0,0.0
1967-08-31,0.13543423802032534,0.1360008737407678,0.1348676022998829,0.13571755588054657,441600,0.0,0.0
1967-09-01,0.13571763714259735,0.13600095517245758,0.13486768305301666,0.13486768305301666,595200,0.0,0.0
1967-09-05,0.13486762769526603,0.13571758143597482,0.13486762769526603,0.13529260456562042,480000,0.0,0.0
1967-09-06,0.13486764595077003,0.13486764595077003,0.13373416662216187,0.13373416662216187,729600,0.0,0.0
1967-09-07,0.1348676022998829,0.13571755588054657,0.1348676022998829,0.13571755588054657,825600,0.0,0.0
1967-09-08,0.1357175212275761,0.1357175212275761,0.13430093228816986,0.13430093228816986,1612800,0.0,0.0
1967-09-11,0.13489858455050718,0.13575232028961182,0.13475608681635703,0.13575232028961182,1190400,0.002734,0.0
1967-09-12,0.13575233141732157,0.1360369100203502,0.13504088490974994,0.1354677528142929,1459200,0.0,0.0
1967-09-13,0.13546776584241252,0.13575234447280948,0.1348986085816186,0.13532547652721405,537600,0.0,0.0
1967-09-14,0.13532536625211142,0.1356099446506087,0.13489849865436554,0.13489849865436554,1190400,0.0,0.0
1967-09-15,0.13489865326574083,0.1354678107150637,0.13361784056035883,0.1341869980096817,844800,0.0,0.0
1967-09-18,0.13418685400619135,0.13418685400619135,0.1334754079580307,0.1334754079580307,652800,0.0,0.0
1967-09-19,0.13347553098373077,0.1340446883468572,0.1320526375759147,0.13262179493904114,537600,0.0,0.0
1967-09-20,0.13404455501470713,0.13546765545136005,0.13404455501470713,0.13489849865436554,825600,0.0,0.0
1967-09-21,0.1354677125003452,0.13689060509204865,0.1354677125003452,0.13689060509204865,2745600,0.0,0.0
1967-09-22,0.13689068334587384,0.13831378519535065,0.13689068334587384,0.13831378519535065,518400,0.0,0.0
1967-09-25,0.1383136832190664,0.14172883331775665,0.13802889630364062,0.14172883331775665,403200,0.0,0.0
1967-09-26,0.14172896313813296,0.1441478823590556,0.14172896313813296,0.14372101426124573,691200,0.0,0.0
1967-09-27,0.14372097328167463,0.14372097328167463,0.142298080028022,0.14286723732948303,595200,0.0,0.0
1967-09-28,0.1425826213504279,0.1425826213504279,0.14172888562174552,0.14229804277420044,902400,0.0,0.0
1967-09-29,0.14229791804545558,0.14229791804545558,0.14059023964062953,0.14087481796741486,326400,0.0,0.0
1967-10-02,0.14087494448964596,0.14087494448964596,0.1397366301601648,0.1403057873249054,441600,0.0,0.0
1967-10-03,0.14030582459134244,0.14087498190725609,0.13973666727542877,0.13973666727542877,441600,0.0,0.0
1967-10-04,0.1397366710440449,0.14059040704094017,0.13888293504714966,0.13888293504714966,633600,0.0,0.0
1967-10-05,0.13888288307718016,0.14002119731375,0.13888288307718016,0.1394520401954651,403200,0.0,0.0
1967-10-06,0.14002118283961254,0.1408749184287884,0.14002118283961254,0.1405903398990631,1420800,0.0,0.0
1967-10-09,0.1405903398990631,0.1408749184287884,0.14002118283961254,0.1405903398990631,806400,0.0,0.0
1967-10-10,0.1405903398990631,0.14115949695851368,0.1401634721044752,0.1405903398990631,1190400,0.0,0.0
1967-10-11,0.1405903069360123,0.14144404232501984,0.1403057284730098,0.14144404232501984,2764800,0.0,0.0
1967-10-12,0.1405903191648153,0.1405903191648153,0.14002116218930394,0.14016345143318176,364800,0.0,0.0
1967-10-13,0.14016354662198485,0.141728937811972,0.13774441938893578,0.13831378519535065,1017600,0.0,0.0
1967-10-16,0.1385983045180377,0.1403057758728925,0.1385983045180377,0.1394520401954651,748800,0.0,0.0
1967-10-17,0.1394520202013693,0.13973659871970998,0.13689060509204865,0.13689060509204865,1497600,0.0,0.0
1967-10-18,0.13689059734355352,0.13745975434801858,0.1360368618368559,0.13632144033908844,422400,0.0,0.0
1967-10-19,0.13632144033908844,0.13717517584578603,0.13546770483239085,0.13632144033908844,1228800,0.0,0.0
1967-10-20,0.13603681224835457,0.13603681224835457,0.13432913341320438,0.13489849865436554,1094400,0.0,0.0
1967-10-23,0.13489850146729473,0.13603681508502008,0.13347540100096705,0.1340445578098297,1094400,0.0,0.0
1967-10-24,0.1343291077519957,0.13518305122852325,0.1343291077519957,0.13518305122852325,1075200,0.0,0.0
1967-10-25,0.13518318721201555,0.13603692310320645,0.1348986085816186,0.13532547652721405,998400,0.0,0.0
1967-10-26,0.1353253751347893,0.13802887009796905,0.13489850750902405,0.13660597801208496,1440000,0.0,0.0
1967-10-27,0.13717528417452154,0.1388829649807325,0.13717528417452154,0.13774444162845612,4608000,0.0,0.0
1967-10-30,0.1383136832190664,0.14172883331775665,0.1383136832190664,0.14172883331775665,2131200,0.0,0.0
1967-10-31,0.14172876139188492,0.14201333971867025,0.14059023964062953,0.14087481796741486,921600,0.0,0.0
1967-11-01,0.14087502839597774,0.14115960714784548,0.1400212921403745,0.14101731777191162,672000,0.0,0.0
1967-11-02,0.14115959405899048,0.14229811740531872,0.14115959405899048,0.14115959405899048,672000,0.0,0.0
1967-11-03,0.14115939629420016,0.14229791804545558,0.1394519263334882,0.14087481796741486,1440000,0.0,0.0
1967-11-06,0.14087498570657192,0.1410172750393878,0.13831377771588615,0.13888293504714966,268800,0.0,0.0
1967-11-08,0.13888293130155827,0.1400212459333856,0.13774440822537426,0.13973666727542877,806400,0.0,0.0
1967-11-09,0.13973664124464227,0.1400212198495865,0.13831374821992118,0.1400212198495865,595200,0.0,0.0
1967-11-10,0.1394520960968497,0.1394520960968497,0.13831378140396997,0.13916751742362976,576000,0.0,0.0
1967-11-13,0.1391674525078342,0.13987889885902405,0.13888287396735824,0.13987889885902405,864000,0.0,0.0
1967-11-14,0.1398789603768608,0.1398789603768608,0.13831377771588615,0.13888293504714966,1017600,0.0,0.0
1967-11-15,0.13945201292047016,0.14087490543788328,0.13945201292047016,0.14073261618614197,326400,0.0,0.0
1967-11-16,0.14115952002499374,0.14229804277420044,0.14115952002499374,0.14229804277420044,768000,0.0,0.0
1967-11-17,0.142298080028022,0.14372097328167463,0.142298080028022,0.14286723732948303,1152000,0.0,0.0
1967-11-20,0.14172884221578239,0.14172884221578239,0.1378866157248406,0.14130176603794098,1420800,0.0,0.0
1967-11-21,0.14144417208041576,0.14457474648952484,0.14144417208041576,0.14457474648952484,960000,0.0,0.0
1967-11-22,0.14485916214247352,0.14912825508643274,0.14485916214247352,0.14571310579776764,1171200,0.0,0.0
1967-11-24,0.14912826402737323,0.15368172720387138,0.14912826402737323,0.15168946981430054,883200,0.0,0.0
1967-11-27,0.15168953766032808,0.15396637448902717,0.1508358020161695,0.15339721739292145,2265600,0.0,0.0
1967-11-28,0.15371146603848565,0.15371146603848565,0.15228279907116588,0.1531400829553604,595200,0.002734,0.0
1967-11-29,0.15371146029376473,0.15599720180034637,0.15371146029376473,0.15599720180034637,403200,0.0,0.0
1967-11-30,0.15599725184652807,0.15913985969446104,0.15599725184652807,0.15771140158176422,652800,0.0,0.0
1967-12-01,0.15885408750506153,0.15971137119745257,0.15885408750506153,0.1592826247215271,1075200,0.0,0.0
1967-12-04,0.15928266496338153,0.15942571999780536,0.15656859524007205,0.1568542867898941,940800,0.0,0.0
1967-12-05,0.15685417386233394,0.15771124789474747,0.15628279117405824,0.1565684825181961,710400,0.0,0.0
1967-12-06,0.1565684825181961,0.15713986520647177,0.1559970998299204,0.1565684825181961,1075200,0.0,0.0
1967-12-07,0.1571399481582147,0.15913978862286438,0.1571399481582147,0.15885409712791443,1324800,0.0,0.0
1967-12-08,0.15885411003943894,0.15885411003943894,0.15828272700309753,0.15828272700309753,134400,0.0,0.0
1967-12-11,0.1574256698895382,0.1574256698895382,0.15628290369025,0.1568542867898941,883200,0.0,0.0
1967-12-12,0.15685426544020525,0.1574256484620775,0.15685426544020525,0.15713995695114136,480000,0.0,0.0
1967-12-13,0.15713996792388774,0.15713996792388774,0.15513991794819143,0.15599720180034637,556800,0.0,0.0
1967-12-14,0.1559971909073969,0.1577113399730136,0.15542559862604038,0.15713995695114136,307200,0.0,0.0
1967-12-15,0.1571399202959951,0.1571399202959951,0.1541399508714676,0.1541399508714676,1056000,0.0,0.0
1967-12-18,0.15371151772497427,0.15371151772497427,0.14899718718495375,0.15028300881385803,768000,0.0,0.0
1967-12-19,0.15028302052988032,0.15171147882938385,0.1497116372100789,0.15171147882938385,979200,0.0,0.0
1967-12-20,0.1517114257222239,0.1517114257222239,0.1497115848029709,0.15142573416233063,422400,0.0,0.0
1967-12-21,0.15142577536437107,0.15228285027725585,0.15028300881385803,0.15028300881385803,1036800,0.0,0.0
1967-12-22,0.15028296743409422,0.15028296743409422,0.1488543003797531,0.1488543003797531,672000,0.0,0.0
1967-12-26,0.14856867492198944,0.14856867492198944,0.1479972915498408,0.14856867492198944,614400,0.0,0.0
1967-12-27,0.1485684626401954,0.1485684626401954,0.14599724113941193,0.14599724113941193,748800,0.0,0.0
1967-12-28,0.14599723493609437,0.1468543087332724,0.14571154367036837,0.14628292620182037,364800,0.0,0.0
1967-12-29,0.14685445994451782,0.15142573416233063,0.14685445994451782,0.15142573416233063,940800,0.0,0.0
1968-01-02,0.15142566487135534,0.1534257141349246,0.1498543620109558,0.1498543620109558,4262400,0.0,0.0
1968-01-03,0.1498544196535804,0.15128287734886509,0.14799721539020538,0.14799721539020538,979200,0.0,0.0
1968-01-04,0.14799724335262,0.14828293494565514,0.14742586016654968,0.14742586016654968,537600,0.0,0.0
1968-01-05,0.14771148452401164,0.14856855891299248,0.14771148452401164,0.14842571318149567,883200,0.0,0.0
1968-01-08,0.14842565839778124,0.14942578740856177,0.14685435593128204,0.14685435593128204,1267200,0.0,0.0
